uid,Text,DV_present,Abuse_present,Sentiment,Hashtags,
237,"#Maharashtra's '#LadySingham' found dead; 'guilty won't be spared,' vows #AnilDeshmukh.
As per the FIR, #DipaliChavan-Mohite was allegedly harassed, #tortured, insulted and #abused by an #IndianForestService (#IFS) officer, which drove her to suicide.",Positive,OFF,Negative,#abused,
238,"He literally just stops by to scream at me or hit me. #fml

Legit just got punched in the eye. He's twice my size. 

Oh, sorry. I forgot I'm supposed to say ""I fell."" 

#Autistic #Abused #AbusedAutistics",Positive,OFF,Negative,#Autistic #Abused #AbusedAutistics,
239,"Rajaram & CoinBase are only ""allowed"" to see evidence in their possession. Why? It is defamatory to me. It is false. That proof keeps me #abused & his family poor. Our sledgehammer used yesterday inside house, but small one missing? #truth unheard because #identityfraud & lies!",Positive,OFF,Negative,#abused,
240,"PSA: if your life goal is sex, then your soul died long ago. I wish I had just killed myself after I raped. Then that man would not be trying to kill me. I never filed charges. Police report was photoshopped. I was raped, he made excuses. No man values me. #used & #abused #PTSD
",Positive,NOT,Negative,#used #abused #PTSD,
241,"Children are severly affected by violence at home.Withdrawn behavior, childhood depression, powerlessness, moody and poor self esteem are behavourial patterns indicating that a child is experiencing or witnessing violence.
http://urjaforwomen.org 
#Children #abused #selfcare",Negative,NOT,Neutral,#Children #abused #selfcare,
242,"Don’t let your abusive parents undermine you by calling you immature when you stand up to them. They’re the ones who need to grow the fuck up. They just hate being challenged.

#Abused #CPTSD",Negative,OFF,Negative,#Abused #CPTSD,
243,My mom is the strongest person I know #abusivehusband #thyroidcancer #melanoma #3braintumors and she still goes to work everyday #myhero,Negative,NOT,Positive,#abusivehusband #thyroidcancer #melanoma #3braintumors,
244,George will forever be a part of me. #AbusiveHusband #VirginiaWoolf,Negative,NOT,Neutral,#AbusiveHusband #VirginiaWoolf,
245,"I am afraid of my abusive husband, afraid to divorce him https://bonobology.com/?p=52334 via #badmarriage #abusivehusband",Negative,NOT,Neutral,#badmarriage #abusivehusband,
246,Divorcing your #abusivehusband in Victorian Britain wasn't easy but it could be done.,Negative,NOT,Neutral,#abusivehusband,
247,Escaping an Abusive Marriage and being a Single Mom #DomesticViolence #DomesticAssault #SingleMom #AbusiveHusband,Negative,NOT,Neutral,#DomesticViolence #DomesticAssault #SingleMom #AbusiveHusband,
248,"If your husband is abusive; just turn around and never look back to the guy who hurts you physically, emotionally and mentally #AbusivePartner #AbusiveHusband #AbusiveMarriage #PhysicalAbuse Counseller @Snigdha_heals",Positive,OFF,Negative,#AbusivePartner #AbusiveHusband #AbusiveMarriage #PhysicalAbuse Counseller,
249,And Julie wonders why I beat on her a at home? #AbusiveHusband,Positive,OFF,Negative,#AbusiveHusband,
250,"My girls use to say this to me all the time, living with an abusive husband will cause you to doubt! #exhusbands #abusivehusband #ex #alcaholic #bipolar #bipolardisorder #narcissisticabuse #Narcissist #newlife #secondchance #secondchances #lifeisagift thank you for that reminder",Positive,NOT,Neutral,#exhusbands #abusivehusband #ex #alcaholic #bipolar #bipolardisorder #narcissisticabuse #Narcissist #newlife #secondchance #secondchances #lifeisagift,
251,"She was a mother of two, and a battered, shaken and too-cold-to-cry wife who has seen the worst side of life. Her husband was a wonderful man, except when he got drunk #AbusiveHusband #AlcohlicHusband",Positive,NOT,Negative,#AbusiveHusband #AlcohlicHusband,
252,I'm saddened 2 hear this even took place & only now being brought 2 our attention. i'm a survivor of #domesticabuse. A #familycourt judge whose decision of refusing 2 b lenient 2 my former #abusivehusband literally saved my life. #MeToo Thnx 4 the post Mistral Dawn,Negative,NOT,Neutral,#abusivehusband#domesticabuse#familycourt #MeToo,
253,"""You think I'm mean during class? You should see how I treat my wife"" - my statistics professor #abusivehusband",Positive,OFF,Neutral,#abusivehusband,
254,Sorry babe i didnt mean to hit you THAT hard #abusivehusband,Positive,OFF,Neutral,#abusivehusband,
255,he actually hits very hard #abusivehusband,Positive,OFF,Neutral,#abusivehusband,
256,I wish there was a mask to #protect people from #workplacebullying! Being #psychologicallyharassed can often be as deadly as #Covid19. Too many people’s lives are destroyed because of this deliberate #abuse and management is never held accountable for allowing it to happen!#wrong,Negative,NOT,Neutral,#workplacebullying#psychologicallyharassed #abuse ,
257,Miriam just said if I don't lose more weight she's gonna kick me in the nuts #badmarriage,Negative,NOT,Neutral,#badmarriage,
258,ever wonder why smart women stay in abusive relationships? #emotionalabuse #relationships #abusivelove http://bit.ly/10TetwE,Negative,OFF,Neutral,#emotionalabuse #relationships #abusivelove,
259,It wouldn't be a normal night if @anthonyisidori didn't slap me in the head and punch me 50 times #abusivelove,Positive,OFF,Negative,#abusivelove,
260,"If you suspect abuse in a relationship look for these 5 warning signs. 
@scienceofno
  http://ow.ly/mpIb30ejedU #Divorce #abuse #abusivelove",Negative,NOT,Neutral,http://ow.ly/mpIb30ejedU #Divorce #abuse #abusivelove,
261,"Suicide is haram. Divorce is NOT haraam. Walk out free, not dead, from an abusive marriage. #abusivemarriage #saynotodowry #DestigmatiseDivorce",Negative,NOT,Negative,#abusivemarriage #saynotodowry #DestigmatiseDivorce,
262,How To Love Again After Abuse from@ClaireCappettahttps://goo.gl/eYZX9y #dv #DomesticViolence #abuse #AbusiveMarriage #LoveAgain #DivorceForce #divorce,Negative,NOT,Neutral,#dv #DomesticViolence #abuse #AbusiveMarriage #LoveAgain #DivorceForce #divorce,
263,"Ladies, step out on the first slap. It's never just once. It's not your job to fix badly raised men. Get out and live your life! #abusivemarriage",Positive,OFF,Neutral,#abusivemarriage,
264,"Stuck in a very mental abusive marriage. Only if I have enough income to run away from this constant mental abusive person! I've asked him for a divorce multiple times, he STILL says no & make excuses! #cryforhelp #marriage #abusivemarriage",Positive,NOT,Negative,#cryforhelp #marriage #abusivemarriage,
265,Are you a #pastorswife who is in an #abusivemarriage? Are you being made to feel like everything is wrong with you?Listen to my #testimony on being married to an #abusivepastor. #NarcissisticPastor #NarcissisticAbuse #PastorsWives,Positive,OFF,Neutral,#abusivemarriage,
266,"Leaving an #abusivemarriage doesn't end all the pain or even the relationship, but it does bring back hope",Negative,NOT,Neutral,#abusivemarriage,
267,Remaining in an abusive relationship is as good as signing your death warrant. Leave while you are still alive. Marriage is not a do or die affair. https://instagram.com/p/B7iMe_bp2pF/?igshid=1qmbujld82chz… #marriage #abuse #abusivemarriage #DomesticViolence #marryyourfriend #JellyGist,Negative,OFF,Negative,#marriage #abuse #abusivemarriage #DomesticViolence #marryyourfriend #JellyGist,
268,Before you allow yourself to be diagnosed with a mental illness make sure you are not in a #TOXIC and #abusivemarriage. Don't throw yourself under the bus and lie to protect your partner. They will #gaslight you and make you more fearful .Your mental state will be under attack.,Positive,NOT,Negative,#TOXIC #abusivemarriage,
269,"My sister's #AbusiveBoyfriend defended himself saying he is only ""mildly abusive"". Can I mildly beat him up?",Positive,OFF,Negative,#AbusiveBoyfriend,
270,"“It took me years to save up enough money..” @NYCProgressives Co-Chair @DianaAyalaNYC shares how hard it was to leave an abusive relationship & how we must provide resources to survivors who wish divorce their abusers. TY Co-Chair Ayala for sharing your story on #DomesticViolence
",Positive,NOT,Negative,#DomesticViolence,
271,A5: #1Thing that sustains us is seeing just how VERY far we still have to go.  Too many abusers escape accountability in our courts and in our culture.  Too many victims feel silenced and ignored.  We're not giving up until everyone is safe.  #DVAM2018,Positive,NOT,Negative, #DVAM2018,
272,"A3: Immigrants face more barriers to seeking help to escape their abusers bc of language barriers, immigration status, less knowledge of the court system, etc. For resources, see: https://nationallatinonetwork.org/policy-action/immigration-issues/immigrant-resource-library-secondary… #1Thing #unaCosa #DVAM2018",Positive,NOT,Negative,#1Thing #unaCosa #DVAM2018,
273,"""When he wasn't hijacking our money, he was negatively affecting my ability to earn more of it."" @nataliereports story echoes what survivors reported in our survey. Read more in her piece for @PacificStand https://psmag.com/economics/the-economic-implications-of-domestic-abuse… #DVAM2018",Positive,OFF,Negative,#DVAM2018,
274,"My Experience ""I would do it again too & i dont care who you go and get"" ""if you didnt do xyz, i wouldn't have did abc"" #dvam2018 #Survivorspeaks #Silencekills0 #domesticabuse",Positive,OFF,Negative,#dvam2018 #Survivorspeaks #Silencekills0 #domesticabuse,
275,"""As soon as the dial pad came on, I immediately called 911. I only got out half of my address, because he heard me and broke down my door."" http://bit.ly/2PmDbZ2 #RawTruthDV #btsadv #DVAM2018",Positive,NOT,Negative,#RawTruthDV #btsadv #DVAM2018,
276,"""Gaslighting might be an unfamiliar word, but the experience will resonate with many people who have experienced controlling relationships."" http://ow.ly/sZK630mkHRX #DVAM2018",Positive,NOT,Negative,#DVAM2018,
277,BLOG: Keeping quiet about domestic violence at the expense of keeping peace in a family or community is never okay. Check out our #DVAM2018 blog about leaving abuse behind. http://ow.ly/toW730miQNK,Negative,NOT,Positive,#DVAM2018 ,
278,"“Leaving is complicated. Knowing I have a place to go, and that my children will be safe made all the difference.”@MiddleWayHouse#BelieveSurvivors #wallflowersproject #DVAM #DVAM2018 #DomesticViolenceAwarenessMonth  http://wallflowersproject.com",Positive,NOT,Negative,#BelieveSurvivors #wallflowersproject #DVAM #DVAM2018 #DomesticViolenceAwarenessMonth,
279,"""Punishing victims for calling for help is wrong. No one should have to choose between their housing or their safety."" http://ow.ly/3BSf30mkHPI #DVAM2018",Positive,NOT,Neutral,#DVAM2018,
280,"For #DomesticViolenceAwarenessMonth, I'm posting daily; things my abusive ex used to say to me: #SurvivorSpeaks #DVAM2018    

22. ""If I can't have you, no one will.""",Positive,OFF,Negative,#SurvivorSpeaks #DVAM2018,
281,"""Do you think your parents will attend your funeral?"" - Richard Spencer to his wife https://buzzfeednews.com/article/talalansari/richard-spencer-divorce-abuse-wife-allegations…  #DVAM2018 #DVAM #DomesticViolenceAwarenessMonth",Positive,OFF,Negative,#DVAM2018 #DVAM #DomesticViolenceAwarenessMonth,
282,"""My dad made me feel horrible. telling me 'your nothing,' 'your to much responsibility.'"" Words carry so much pain. We're behind you. We're so sorry for your pain.  Come join us at the fireside tonight: https://buff.ly/2S020Zf #DVAM2018 #SuvivorSpeaks #NEone",Positive,OFF,Negative,#DVAM2018 #SuvivorSpeaks #NEone,
283,"""Emotional abuse is one of the hardest forms of abuse to recognize. It can be subtle and insidious or overt and manipulative."" http://ow.ly/PlDX30mkHNB #DVAM2018",Negative,NOT,Neutral,#DVAM2018,
284,"She broke up with him, so he shot and killed her.  On the University of Utah campus. Utah allows guns on college campuses. #DomesticViolenceAwarenessMonth #DVAM2018 #NoCampusCarry http://via.fox13now.com/4OBKp",Positive,OFF,Negative,#DomesticViolenceAwarenessMonth #DVAM2018 #NoCampusCarry,
285,"#BREAKING: I just received a statement from Lauren McCluskey's parents.  Her mother says the 21-year-old had dated Melvin Rowland for about a month.  She says he ""lied to her about his name, his age and his criminal history.""  Full statement: @KUTV2News",Negative,NOT,Neutral,#DomesticViolenceAwarenessMonth #DVAM2018 #NoCampusCarry,
286,Reason # 73785 why women are in a constant state of fear: Because you can date a guy for 1 month and he’ll find a reason & a way (usually a gun) to kill you #DVAM #DVAM2018,Positive,OFF,Negative,#DVAM #DVAM2018,
287,"Day 23: Good will is manifested by caring, kindness, empathy, and a concern for the spouses well being. Hostility is a sense of anger, contempt, negativity, and disregard for the spouses well being.  You will always find hostility in abusive relationships.  #DVAM2018 #MeToo",Negative,NOT,Neutral,#DVAM2018 #MeToo,
288,"What is psychological abuse?
Psychological abuse involves trauma to the victim caused by verbal abuse, acts, threats of acts, or coercive tactics. #UjimaCommunity #DVAM2018",Positive,NOT,Negative,#UjimaCommunity #DVAM2018,
289,"A6. For many survivors, access to social safety net programs is the only way for them to leave an abusive partner. Erosion of these programs may mean that fewer survivors have access to the help they need. #EndVAWHIV #DVAM2018",Negative,NOT,Neutral,#EndVAWHIV #DVAM2018,
290,A6. Survivors have identified financial pressures and lack of affordable housing as two reasons for returning for an abusive partner. #EndVAWHIV #DVAM2018,Negative,NOT,Neutral,#EndVAWHIV #DVAM2018,
291,"“Survivors are by and large the ones who end up sacrificing their home and other shared assets, since trying to keep access to those things requires giving the abuser advanced notice of the victim's intent to leave.” -Rebecca Gill,  @unlv http://bit.ly/RefusestoMove #DVAM #DVAM2018",Negative,NOT,Neutral,#DVAM #DVAM2018,
292,"No survivor’s experience & no survivor’s path toward justice is the same. Survivors have the right to hold abusers accountable in the ways they see fit. Learn about laws and legal remedies that may be available to you from 
@WomensLaw
: http://bit.ly/2wJ4FQD ⚖ #31n31 #DVAM2018",Negative,NOT,Neutral,#31n31 #DVAM2018,
293,"Economic control is abuse. Is your partner making you late for work, constantly calling, and making it nearly impossible to hold a job? Workplace harassment and stalking by a partner is a form of financial abuse. Learn more: http://bit.ly/2vxc55t | #31n31 #DVAM2018 #assets4all",Positive,NOT,Negative,#31n31 #DVAM2018 #assets4all,
294,"For #DomesticViolenceAwarenessMonth, I'm posting daily; things my abusive ex used to say to me: #SurvivorSpeaks #DVAM2018 21. ""Maybe I wouldn't get so angry if you weren't such a ball-busting bitch!""",Positive,OFF,Negative,#SurvivorSpeaks #DVAM2018,
295,Actually I'm not ashamed to be #indian. I'm just sad I'm related to Hitler's indian relatives. #abusiveinlaws #smh #cancer,Positive,OFF,Negative,#abusiveinlaws #smh #cancer,
296,"my alcoholic husband just arrested again #DWI—has me declared ""#incompetent""—#abusiveinlaws #estatefraud #adlitemabuse #domesticviolence",Positive,OFF,Negative,#abusiveinlaws #estatefraud #adlitemabuse #domesticviolence,
297,I am a survivor of sexual violence and I #WontStayQuiet. https://rainn.org/wontstayquiet,Positive,NOT,Positive,#WontStayQuiet,
298,"I suffered extreme gaslighting because it was done by everyone we knew—not just exhusband. I #wontstayquiet this time. I stayed quiet years accepting the shunning, verbal/emotional abuse—I can no longer do that. they all have gone too far this time. #healing #recovery #MeToo",Positive,OFF,Negative,#wontstayquiet#healing #recovery #MeToo,
299,I will continue to speak about these heinous crimes. I was only 26yrs old when these predators setup this horrible scheme. tomorrow I will be 56yrs. I have lived in their web of evil all these years. Today I finally know the truth! I survived so others can know. #Wontstayquiet,Positive,OFF,Negative,#WontStayQuiet,
300,"Every 92 seconds, an American is sexually assaulted. And every 9 minutes, that victim is a child. Meanwhile, only 5 out of every 1,000 perpetrators will end up in prison. Help supporthttps://fundraise.rainn.org/SpeakNoEvil #donate #MeToo #WontStayQuiet",Positive,NOT,Neutral,,
301,#Disabled #Veteran #Abused by #Husband and #Forced from home because her abusive #Violent husband has more rights because of PTSD than she does!!,Positive,OFF,Negative,#Disabled #Veteran #Abused #Husband #Forced,
302,"I have been estranged from my abusive mother for several years, she is a terrible person. She is ill, my husband thinks I will regret not talking to her when she dies. I don’t know. My two sisters also do not talk to her. #survivingabuse #abused #alcoholicmother #forgiveness",Positive,NOT,Negative,#survivingabuse #abused #alcoholicmother #forgiveness,
303,"They bullying the pregnant woman...So lawless and injustice.We Need Helps..Save Myanmar and Myanmar CitizensBroken heart
#SaveMyammar
#WhatsHappeningInMyanmar 
#WomanAbuse",Positive,NOT,Negative,"#SaveMyammar
#WhatsHappeningInMyanmar 
#WomanAbuse",
304,The rate of domestic violence is likely much higher than we know. 70% of spousal violence is not reported to the police. #EndVAW #ViolenceAgainstWomen #WomanAbuse #GenderBasedViolence,Negative,NOT,Neutral,#EndVAW #ViolenceAgainstWomen #WomanAbuse #GenderBasedViolence,
305,"Treated as second-class citizens, #Hindus of #Pak are often systemically discriminated against in every walk of #life; While minorities have long been drawn to convert in order to join the majority and escape discrimination and #sectarian #violence.",Negative,NOT,Neutral,#sectarian #violence,
306,#Gender-based #violence || We also have a duty to #speak out against any #injustice done to #women and to #ensure that they are given the #proper respect come #what may. Rising Kashmir,Negative,NOT,Positive,#Gender-based #violence #speak #women #ensure,
307,"Natalist millenials be like ""If my mom wasn't raped... I wouldn't be here. so... Be happy for being born""  #antinatalism #tamilantinatalism #think #SAVETHECHILDERN  #AdoptDontShop  #adoptdontbreed #maritalrape #rape #chauvinism  #Patriarchy
",Positive,OFF,Negative,#antinatalism #tamilantinatalism #think #SAVETHECHILDERN  #AdoptDontShop  #adoptdontbreed #maritalrape #rape #chauvinism  #Patriarchy,
308,"""Domestic violence law affords woman twin reliefs: benefit of staying in shared household while at same time seeking relief from sexual advances of husband or live-in partner"" Law on #maritalrape: Why the Domestic Violence Act is a reasonable substitute",Negative,NOT,Neutral,#maritalrape,
309,"This is a real concern regarding the #maritalrape law. Often there is no way to prove it except to say 'believe women'. Again, marital rape is a huge problem but bringing it into legislation would be quite a balancing act.",Negative,NOT,Neutral,#maritalrape,
310,"I had my vaccine today. My brother’s friend administered it. I had short sleeves on & it should have been no big deal, but as he pulled up my sleeve, just an inch or two, I flashed back to the sex assault. This is why victims avoid medical care. #PTSD #maritalrape #DV #scared",Positive,OFF,Negative, #PTSD #maritalrape #DV #scared,
311,When lockdown came in my first thoughts were for those who have to spend it with an abusive partner. 14 women and 2 children have died within the first two weeks of lockdown at the hands of their abusive partner. 16 souls too many. #coronavirus #DomesticViolence #lockdownabuse,Positive,OFF,Negative,#coronavirus #DomesticViolence #lockdownabuse,
312,More than 4093 males arrested for domestic abuse. #lockdownabuse #DomesticAbuse #UKdomesticAbuse,Positive,NOT,Neutral,#lockdownabuse #DomesticAbuse #UKdomesticAbuse,
313,"I am a man and I was a victim of domestic violence.. i was #verballyabused, #physicallyabused, #sexuallyabused and I will fight back... #iamnotashamed to share it and I take a pledge that I will rather go to #Jail than encourage #LegalTerrorism @__mynf",Positive,NOT,Negative,"#verballyabused, #physicallyabused, #sexuallyabused#iamnotashamed ",
314,"IN THE #LASTFEWDAYS I HAVE #CRIED ENDLESSLY,AT #SIMPLE THINGS AT #TIMES,OF #DEEPHURT,AND THE #GHOSTS OF #MYABUSE,AND THE #MESSOFMYLIFE,AT",Positive,NOT,Negative,,
315,"Let’s talk tactics of abuse, emotional: name-calling privately or in public, uses put downs to make them feel bad, tries to make them think they’re crazy, tries to make them feel guilty. #DVAM2018 #1Thing",Positive,OFF,Negative,#DVAM2018 #1Thing,
316,"Let’s talk tactics of abuse. Intimidation: frightens with looks, actions and gestures. Smashes things and destroys property. Abuses pets or displays weapons. #DVAM2018 #1Thing",Positive,OFF,Negative,#DVAM2018 #1Thing,
317,"""Don’t take control of a friend and tell them what you feel they ought to be doing. in an abusive relationship.: Remember, abuse is about power and control. #DVAM2018",Positive,NOT,Positive,#DVAM2018,
318,"""Avoiding shaming, belittling, or judging your friend – they’re getting enough of that already. Ideally you want to represent the opposite to their abuser."" #DVAM2018",Positive,NOT,Positive,#DVAM2018,
319,"If you’re married to an #abusivespouse, you’ve probably been conditioned to feel trapped and helpless. Divorcing An Abuser: 5 Steps to Getting Out Safely #BelieveSurvivors #EndGenderViolence #DVCounts #DVAM2018 #SupportAfterDV",Positive,OFF,Negative,#BelieveSurvivors #EndGenderViolence #DVCounts #DVAM2018 #SupportAfterDV,
320,"""I was committed to helping him and saving our marriage, but finally I realized it was choose him or me, and I chose me. My closest friends and family helped me to get out and into a new life. Women can’t hide this shit anymore.""  #DVAM2018",Positive,OFF,Negative,#DVAM2018,
321,"Caitlin from @ChicagoCityDSA is a DV survivor who works as a CNA and had to live with her abuser for 8 yrs, because she did not have the money or rental history to move. “You shouldn’t have to wait for my situation to be so dire to be able to leave.” #RentControlNow",Negative,NOT,Neutral,#RentControlNow,
322,"In an average month, 50 women in the U.S. are shot to death by intimate partners, and many more, like La'shea, are injured. The mere presence of a gun in a domestic violence situation makes it five times more likely that a woman will be killed. #WWV18 #DVAM2018 #DVAM",Negative,NOT,Neutral,#WWV18 #DVAM2018 #DVAM,
323,"La'shea Cretain, an advocate and survivor, was shot by her ex-boyfriend five times. Now, she uses her story to effect change. #DomesticViolenceAwarenessMonth #WWV18",Positive,OFF,Neutral,#DomesticViolenceAwarenessMonth #WWV18,
324,"Every single woman in Pakistan has faced this level of harassment (if not more) at least once in her life. She is a child, wearing a hijab, but it wasn’t enough for the man on the bike to leave her alone. This is why we march, you swines! #MeToo",Negative,OFF,Negative,#metoo,
325,"“They were having a good time, when suddenly some men of the city, some good-for-nothings, surrounded the house and kept beating on the door. They said to the old man who owned the house, “Send out the man who came to visit you so we can have sex with him. The man who owned the house  said to them, “No, my brothers! Don’t do this wicked thing! Don’t do such a disgraceful thing! The men refused to listen to him, They #raped her and #abused her #allnight long until morning. They let her go at dawn.”",Positive,OFF,Negative,#raped #abused #allnight,
326,"“#MeToo has shown the strength of multiple accusations, but domestic violence victims usually speak up alone.”  @PowHerNY @LVWNYS #DVAM2018 #NYDVAM #WeekWithoutViolence #PowHerTheVote in 2018 for #SurvivorSpeaks  @EqualRightsAdv @NYSCADV",Negative,NOT,Neutral,"#DVAM2018 #NYDVAM #WeekWithoutViolence
#PowHerTheVote in 2018 for #SurvivorSpeaks ",
327,Seeing my father’s treatment toward my mother has riddled me with issues. I still have nightmares about him strangling my mother and me. I still struggle with recognizing what healthy relationships are.  http://bit.ly/2Ol9UhS #btsadv #DVAM2018,Positive,OFF,Negative,#btsadv #DVAM2018,
328,"“When survivors do speak up, they face ‘heavy-duty stigma.’”  @PowHerNY @LVWNYS #DVAM2018 #NYDVAM #WeekWithoutViolence #PowHerTheVote in 2018 for #SurvivorSpeaks  @EqualRightsAdv @NYSCADV",Negative,NOT,Neutral,#DVAM2018 #NYDVAM #WeekWithoutViolence #PowHerTheVote in 2018 for #SurvivorSpeaks,
329,"Some abusers punish survivors for falling asleep, then for making mistakes when exhausted.  Sleep Deprivation Used as Abuse Tactic in some relationships #DVAM #DVAM2018",Positive,NOT,Neutral,#DVAM #DVAM2018,
330,"Emotional abuse is as harmful as physical abuse. #domesticviolence #strongwomen
",Negative,NOT,Neutral,#domesticviolence #strongwomen,
331,I recently left an abusive relationship. I reached out to his ex for support from another ex. Talked so much shit about his abusive ass for 8 hours lmaooo loved every minute of it Face with tears of joyHot beverage #abusevictim #domesticviolence #love #strongwomen ,Negative,NOT,Positive, #abusevictim #domesticviolence #love #strongwomen ,
332,"So a husband allegedly did this to his wife who just had a baby. Wow...just wow! Please, women do not wait for this to escalate to this point. Let's have self-love and respect for our lives. #womensrights #domesticviolence #strongwomen",Negative,OFF,Negative,#womensrights #domesticviolence #strongwomen,
333,"Some women who escape domestic violence are ordered to pay spousal support to their abusers. Only two states, California and New Jersey, ban alimony to an ex-spouse convicted of an attempted murder. #DVAM2018",Negative,NOT,Neutral,#DVAM2018,
334,"I’ve come to terms with it. I’ll never be able to forgive my abusive ex boyfriend. But I can unburden myself, and I will work as hard as I need to in order to do that #narcissisticabuse #domesticviolence #DVAM2018 #enddv #nomore",Negative,NOT,Positive,#DVAM2018 #enddv #nomore,
335,"Domestic violence turns more deadly when guns are involved. As people of faith we deplore violence. We can advocate to change laws, gun laws, domestic violence laws and laws that address the intersection. #EndGunViolence #DVAM2018",Negative,NOT,Negative,#EndGunViolence #DVAM2018,
336,"I normally don’t share this type of info but I’m done being  scared,  #threatened & worried that I will be shot seeing others who started a movement & are #strongwomen I’m not going to be a victim anymore #thankyou #domesticviolence #domesticabuse #Survivor #TimesUp #ENDviolence",Negative,NOT,Negative,#domesticviolence #domesticabuse #Survivor #TimesUp #ENDviolence #threatened,
337,Religion should never be used as an excuse for #abuse. Using coercive control to make a woman submit is still abuse. #DVAM2018 When Submission is a Form of Abuse,Positive,OFF,Negative,#abuse #DVAM2018,
338,“After the killing police quickly focused on Darby as a suspect after learning that he was Ms. Sheykhet’s #ex-boyfriend and that she had obtained a protection-from-abuse order against him.” #DVAM2018,Negative,NOT,Negative,#DVAM2018,
339,"""Helping someone who's going through [DV] requires us to suspend our self worship, think for a minute what it might be like if we weren’t as perfect as we think we are, and have empathy for someone instead of believing that the answer would be so obvious."" 3/3 Purple heartCN #DVAM2018",Negative,NOT,Neutral,#DVAM2018,
340,"""We can never make those choices until we are actually faced with them. And to believe that we’re capable of removing ourselves from the situation that way is just wrong."" 2/ #DVAM2018",Negative,NOT,Neutral,#DVAM2018,
341,"""I think the biggest realization for me was understanding how little we know ourselves. So many people, when I tell them your story say things like, “if my person hit me, I’d leave and never come back.” But that assumption has in it so many layers and falsehoods."" 1/ #DVAM2018",Negative,OFF,Negative,#DVAM2018,
342,Christian men who sporadically attend church are more likely than any other group to assault their wives. All pastors teach about abuse one way or another—the way we present topics either reinforces or challenges an abuser’s narrative. #DV #DVAM2018,Positive,OFF,Negative,#DV #DVAM2018,
343,Never try to protect #failedmarriage Try to bring together first if not #divorce safer Sad reality of life,Negative,NOT,Neutral,#failedmarriage #divorce,
344,"...He dragged me bck to his room, and we argued. Then he hit me on the head with a hammer. I was bleeding, crying and throwing up everywhere. He wouldn’t let me go to the hospital and convinced me not to go, so I didn’t. http://bit.ly/2Pu5YYy #rawtruthdv #DVAM2018",Positive,OFF,Negative,#rawtruthdv #DVAM2018,
345,"Too often, survivors are blamed for not leaving (or not “soon enough”), trying to make things work with an abusive partner, or even “causing” abuse to occur. We strive to end victim-blaming and emphasize that every survivor’s healing path is different. #Safety4Survivors",Negative,OFF,Negative,#Safety4Survivors,
346,Survivors are blamed and it is used against them when they wait to report to law enforcement. We know it is not a survivors fault for wanting their relationship to work or reporting may not be the safest option. #Safety4Survivors #DVAM2018,Negative,OFF,Neutral,#Safety4Survivors #DVAM2018,
347,"Media coverage needs to help illuminate that the threat of violence, that controlling behavior, and manipulation are also insidious forms of domestic violence.  #Safety4Survivors #DVAM2018",Negative,NOT,Neutral,#Safety4Survivors #DVAM2018,
348,"“When Kaylee Kapatos posted on Facebook this month that she was a survivor of #domesticviolence, using the hashtag #WhyIStayed, the response among her friends was muted.” #DVAM2018",Negative,OFF,Negative,#domesticviolence #WhyIStayed #DVAM2018,
349,"We are so tired of hearing that if we were ""really assaulted,"" then we would have immediately reported to the police. Reporting through the criminal legal system is not a viable option for many survivors of sexual violence, especially survivors of color or LGBTQ+ survivors.",Positive,OFF,Negative,,
350,"""There's implicit belief w/domestic violence that maybe someone was triggered by something the victim did; something happened b/c the victim deserved it. That they gave the perpetrator a good reason to harm them.” #DVAM #DVAM2018 #SurvivorSpeaks  @NCADV",Positive,NOT,Negative,"#DVAM #DVAM2018 #SurvivorSpeaks 
@NCADV",
351,"""Keisha and her son were living in Texas when her partner started abusing her. She went to the police, but they said they couldn’t..."" #DVAM2018 #DVAM #RaiseAwareness #DomesticViolence https://buff.ly/2J0asDZ",Positive,OFF,Neutral,#DVAM2018 #DVAM #RaiseAwareness #DomesticViolence,
352,"Everybody has a choice. Women living in violent relationships, don't see this luxury of choice, if staying means total submission and leaving could get them killed.  When you have no power, choice is an illusion. #BelieveWomen",Positive,NOT,Neutral,#BelieveWomen,
353,"""I have stored away enough hope in this bruised & battered soul to know that my story cannot end like this."" - Sarah Kacala #1Thing #DVAM2018",Negative,NOT,Negative,#1Thing #DVAM2018,
354,"“On Nov. 2, 2012, Ranta’s husband arrived at her apartment with a gun. He shot Ranta and her father while the couple’s then 4-year-old son, William, cried, ‘Don’t do it!  Don’t shoot Mommy!’” #DVAM #DVAM2018 #TuesdayMotivation @ravinranta
⁩",Positive,OFF,Negative, #DVAM #DVAM2018 #TuesdayMotivation,
355,"My narc; If you hurt me again I will kill you. I didn't hurt him.. he hurt his own head by thinking all this horrible stuff, it's not an illness to be abusive.. it's choice. #DVAM2018 #DVAM",Positive,OFF,Negative,#DVAM2018 #DVAM,
356,"My ex did this to me when he was home or out of town. He’d wake me up to talk, usually at 3:00 am. If he was out of town and called and I didn’t answer, or said I was tired and didn’t want to talk, he accused me of having another man in bed with me. #SurvivorSpeaks #DVAM2018",Positive,OFF,Negative,#SurvivorSpeaks #DVAM2018,
357,"My company didn't even offer me unpaid leave, so my choice at the time was to quit my job or find a way to power through. Everything else is my life was changing, and work was the only thing that offered a sense of normalcy. So, I stayed. #DVAM2018",Negative,NOT,Negative,#DVAM2018,
